;Nazwa;Kategoria;zdjecie;Cena zawiera podatek. (brutto);Opis
10;  Metalowa lampa wisząca Gerwina, biało-złota ;42;"https://lw-cdn.com/images/860817F31880/k_a63985da84ca365d4bb7cf92a52fa93f;w_353;h_353;q_70/metalowa-lampa-wiszaca-gerwina-bialo-zlota.jpg"; 272,28zł ;Najwyższa estetyka dzięki lampie wiszącej Gerwina, z zewnątrz białej, wewnątrz złotej  Ta lampa wisząca ma metalowy klosz i jest otwarta tylko od spodu. Dzięki temu Gerwina doskonale nadaje się do oświetlenia stołu, tworząc przytulny efekt. Komfort ten jest wielokrotnie potęgowany przez złocone wnętrze klosza, ponieważ matowe złoto odbija światło o ciepłej temperaturze. Aby podkreślić harmonijny styl, który również dobrze koresponduje z wnętrzami skandynawskimi, warto wybrać źródła światła nawiązujące wyglądem do tradycyjnych żarówek. Należą do nich przede wszystkim żarówki rustykalne z technologią filamentową. Są one teraz dostępne również w bardzo ciepłych, jasnych barwach, dzięki czemu przytulność nie zna granic i zapewnia doskonałe samopoczucie, zachęcając do odpoczynku przy stole lub na kanapie. Wspaniałe uzupełnienie pięknych wnętrz! Pobierz:   Instrukcja obsługi                    (259 KB) 
11;  Lampa wisząca Amsfield z bambusa, owalny kształt ;42;"https://lw-cdn.com/images/49EC279526D3/k_b95d2fe15609b4f55acbb6b464733e70;w_353;h_353;q_70/lampa-wiszaca-amsfield-z-bambusa-owalny-ksztalt.jpg"; 203,17zł ;Lampa wisząca Amsfield z owalnym bambusowym kloszem  Lampa wisząca Amsfield wnosi naturalny urok do każdego pomieszczenia, w którym zostanie zainstalowana celem oświetlenia stołu. Owalny kształt klosza lampy składa się z bambusowych rozpórek i plecionego pierścienia bambusowego w środku wokół klosza. Dzięki otwartej konstrukcji większość światła jest emitowana bezpośrednio do otoczenia, a rozpórki klosza tworzą cienie w pomieszczeniu. Ponieważ żarówka jest widoczna w kloszu, należy zastosować wariant dekoracyjny. Wyboru odpowiednich żarówek można dokonać w polu „Wybierz żarówkę”, dzięki czemu będzie można od razu je zamówić. 
12;  Lampa wisząca LED Hayley szklana kula 1-pkt. złota ;46;"https://lw-cdn.com/images/9571C0279984/k_57026658d2b4ad57b14d943b9c6c78e7;w_353;h_353;q_70/lampa-wiszaca-led-hayley-szklana-kula-1-pkt-zlota.jpg"; 247,89zł ;Kulista lampa wisząca LED Hayley z elementami w kolorze złotym i szklanym kloszem ze strukturą bąbelkową  Hayley wyróżnia się wyrazistym wyglądem zewnętrznym i jest kompaktową lampą wiszącą LED, którą można stosować w niektórych obiektach mieszkalnych, gdzie przyciąga wzrok jako element ozdobny. Możliwe jest również zastosowanie kilku opraw w jednym rzędzie, na przykład do oświetlenia baru. Diody LED są zarówno wydajne, jak i energooszczędne, dzięki czemu dobra jasność zużywa niewiele energii. Szklana kula wyróżnia się ciekawą powierzchnią o strukturze bąbelkowej, natomiast na spodzie znajduje się metalowy element, który, podobnie jak mocowanie sufitowe, utrzymany jest w połyskującym złotym odcieniu, nadając oprawie wiszącej klasycznego wyglądu. Emisja światła jest nie tylko bezpośrednia, ale również pośrednia, dzięki czemu bezpośrednia część światła przechodząca przez biały element szklany wydaje się jak najbardziej miękka i przytulna.  Pobierz:   Instrukcja obsługi                    (402 KB) 
13;  Lucande Hayley lampa wisząca LED 9-punktowa, złota ;46;"https://lw-cdn.com/images/B0453540484E/k_43d38fcb4734dfcdb21cf0b0ccffde71;w_353;h_353;q_70/lucande-hayley-lampa-wiszaca-led-9-punktowa-zlota.jpg"; 1522,68zł ;Lampka LED do zawieszania Hayley z dziewięcioma wspaniałymi szklanymi kulami o szlachetnym, złotym wyglądzie  Specjalna wisząca lampa LED Hayley charakteryzuje się eleganckim wzornictwem i nowoczesną technologią LED. Zarówno okrągły daszek, jak i filigranowe elementy metalowe, które otaczają spodnią część szklanej kuli, uzyskały złote wykończenie.  Wnętrze dziewięciu kul zaskakuje dekoracyjnie wkomponowanymi bąbelkami powietrza, które podkreślają indywidualny charakter lampy. Zainstalowane na stałe diody LED o wysokiej intensywności emitują przyjemne, ciepłe, białe światło, które nadaje się również do oświetlania większych powierzchni pomieszczenia. Światło jest rozprowadzane pośrednio i równomiernie w pomieszczeniu bez oślepiania. Szlachetny i efektowny design tego pięknego źródła światła może być zintegrowany z różnymi meblami i pozostawia długotrwałe wrażenie na obserwatorze. Pobierz:   Instrukcja obsługi                    (554 KB) 
14;  Lampa wisząca LED Hayley szklana kula 1-pkt. chrom ;46;"https://lw-cdn.com/images/DE99BF981807/k_5d7bb2c3e31b187b805710f3f92713c4;w_353;h_353;q_70/lampa-wiszaca-led-hayley-szklana-kula-1-pkt-chrom.jpg"; 247,89zł ;1-punktowa lampa wisząca LED Hayley z elementami chromowanymi i kulą ze szkła bąbelkowego  Kompaktowa lampa wisząca Hayley utrzymana jest w bardzo nowoczesnym stylu, który doskonale pasuje do wielu obiektów mieszkalnych z nowoczesnym wyposażeniem. Klosz jest kulisty i wykonany głównie ze szkła o niezwykłej strukturze bąbelkowej. Tylko w dolnej części uzupełnia go metalowy element, który, podobnie jak mocowanie sufitowe, jest chromowany na wysoki połysk. Emitowane światło jest zarówno pośrednie, jak i bezpośrednie. W miejscach, gdzie światło wychodzi bezpośrednio, znajduje się biała osłona, co zapewnia miękki rozkład światła o bardzo przytulnym charakterze. Diody LED lampy wiszącej mają dobrą wydajność i zużywają mało energii elektrycznej pomimo odpowiedniej jasności.    Pobierz:   Instrukcja obsługi                    (409 KB) 
15;  Okrągła, szklana lampa wisząca Valeria do kuchni ;46;"https://lw-cdn.com/images/E76AAF7FFF60/k_101710131733268402a8534acbe5f4f0;w_353;h_353;q_70/okragla-szklana-lampa-wiszaca-valeria-do-kuchni.jpg"; 264,96zł ;Valeria – wykonana ze szkła lampa wisząca, pozwalająca uzyskać przytulne oświetlenie  Klosz lampy wiszącej Valeria wykonano ze szkła, które równomiernie rozdziela i zmiękcza emitowane światło. W ten sposób powstaje przytulny, przyjemny efekt świetlny, odpowiedni do spożycia posiłku czy wspólnego spędzania czasu w kuchni. Także wizualnie lampa Otis bez problemu wpasuje się w wystrój wnętrza. Jeśli chodzi o źródła światła, w tym modelu można stosować dobre, stare żarówki lub lampy halogenowe, ale też dużo efektywniej wykorzystujące prąd lampy LED, które teraz dostępne są w takim wyborze, że nie muszą ustępować wyglądem lampom żarowym.  Pobierz:   Instrukcja obsługi                    (292 KB) 
16;  Lindby Tymoni szklana lampa wisząca bursztyn 3-pkt ;46;"https://lw-cdn.com/images/690647EA5489/k_297111fe4085f05b4994ee7b73fd90c4;w_353;h_353;q_70/lindby-tymoni-szklana-lampa-wiszaca-bursztyn-3-pkt.jpg"; 571,46zł ;Bursztynowa szklana lampa wisząca Tymoni w wersji 3-punktowej  Tymoni to lampa wisząca, która idealnie nadaje się do oświetlania jadalni w mieszkaniu. Ma wydłużony kształt belki i składa się z trzech przezroczystych szklanych kloszy, które mają piękny, zabytkowy wygląd i dlatego mogą być szczególnie dobrze łączone z odpowiednim wnętrzem. Bursztynowy odcień szkła uzupełnia bardzo atrakcyjny wygląd ogólny i sprawia, że światło wydaje się cieplejsze, co daje bardzo przytulny efekt w mieszkaniu. Szczególnie pasują do niej żarówki filamentowe lub żarówki rustykalne o stylowym wzornictwie tradycyjnej żarówki.  Pobierz:   Instrukcja obsługi                    (207 KB) 
17;  Lindby Fabronia lampa wisząca kratka, szklana kula ;46;"https://lw-cdn.com/images/B0E6FE49BBA1/k_07de88463a51c98f27a006f4216a8994;w_353;h_353;q_70/lindby-fabronia-lampa-wiszaca-kratka-szklana-kula.jpg"; 471,46zł ;Elegancka lampa wisząca Fabronia z asymetrycznym kloszem kratkowym i opalowo białą szklaną kulą  Fabronia jest naprawdę miłym elementem przyciągającym wzrok, który robi prawdziwe wrażenie w nowoczesnych obiektach. Ściśle mówiąc, lampa wisząca składa się z dwóch kloszy, nie tylko z jednego. Element zewnętrzny tworzy kratka w okrągłej, asymetrycznej formie z wąskimi rozpórkami o czarnym wykończeniu, podczas gdy kula z białego szkła znajduje się bezpośrednio nad żarówką, co nie tylko sprawia, że światło wydaje się szczególnie przytulne i miękkie, ale również stanowi część ogólnego efektu. Lampa wisząca nadaje się do wielu celów i może być również używana jako oświetlenie stołu w salonie.  Pobierz:   Instrukcja obsługi                    (449 KB) 
18;  Lucande Elif lampa stojąca biała cylinder natural ;35;"https://lw-cdn.com/images/A3DCBEDAA788/k_7cc40bb6f1229e057d45a4fb29c42fdd;w_353;h_353;q_70/lucande-elif-lampa-stojaca-biala-cylinder-natural.jpg"; 1522,68zł ;Elegancka lampa stojąca Elif z ręcznie wykonaną kolumną z litego drewna  Szlachetne drewno dębowe, naturalnie barwione i misternie wykonane ręcznie, jest tutaj elegancko i stylowo uzupełnione kloszem z białej tkaniny i połączone w ponadczasową lampę stojącą, która zapewnia przyjemne światło otoczenia. Dzięki białemu kloszowi z chintz, światło świeci przyjemnie miękko i oferuje odpowiednie oświetlenie dla przyjemnych wieczornych godzin.   Dzięki swojemu naturalnemu wzornictwu, lampa stojąca Elif zapewnia również szczególną, kreatywną nutę, która może być zintegrowana z wieloma współczesnymi koncepcjami wyposażenia wnętrz. Czy to w przytulnym domku na wsi, czy w nowocześnie urządzonych, czy też wyposażonych w skandynawskim stylu pokojach dziennych, wysokiej jakości lampa podłogowa wszędzie przyciąga wzrok. Jednocześnie, Elif jest zdecydowanie prosty, bardzo elegancki i bardzo harmonijny dzięki doborowi poszczególnych materiałów. Oprócz klosza z tkaniny i drewnianej kolumny, okrągła stalowa podstawa nie tylko zapewnia wystarczającą stabilność, ale także doskonale dopełnia ogólny wygląd lampy podłogowej Elif dzięki matowemu niklowemu akcentowi kolorystycznemu.  Lampę podłogową można wygodnie i łatwo włączać i wyłączać za pomocą przełącznika, który jest umieszczony bezpośrednio na oprawie. NW ten sposób światło można obsługiwać na przykład z ulubionego fotela bez konieczności wstawania.   Elif to wysokiej jakości lampa stojąca, która jest produkowana w Niemczech. Oprócz stolarki, która jest wykonywana ręcznie, Elif oferuje również klosz wyposażony w specjalną folię trudnopalną. Projekt, funkcja i dobór materiałów - wysokiej jakości obróbka made in Germany.  Pobierz:   Instrukcja obsługi                    (1.3 MB) 
19;  Lucande Anjita lampa podłogowa, szklany klosz ;35;"https://lw-cdn.com/images/2DBBC74B49D0/k_3a7550c28a6942560f8fe40e4e71afd4;w_353;h_353;q_70/lucande-anjita-lampa-podlogowa-szklany-klosz.jpg"; 305,61zł ;Wygięta lampa stojąca Anjita ze szklanym kloszem i czarną podstawą  Anjita przekonuje już na pierwszy rzut oka i jest lampą podłogową, która może być wkomponowana zarówno w nowoczesne otoczenie, jak również stosowana tam, gdzie styl vintage dominuje we wnętrzu. Lampa stojąca składa się z przezroczystego, atrakcyjnie ukształtowanego szklanego klosza i zakrzywionej podstawy, która wydaje się dość filigranowa i ostatecznie kończy się okrągłą, stabilną metalową stopą. Dzięki temu uzyskuje się atrakcyjny, a jednocześnie dyskretny wygląd. Szczególnie atrakcyjna jest dobrze widoczna przez szkło oprawa lampy w mieniącym się mosiężnym kolorze, który pięknie kontrastuje kolorystycznie, tworząc trójskładnikowy wygląd, który czyni lampę stojącą czymś wyjątkowym. Żarówki filament z technologią LED są odpowiednimi źródłami światła nie tylko ze względu na swoją wydajność, ale także stylowo uzupełniają ogólny wygląd, ponieważ przypominają stare dobre żarówki tradycyjne.  Pobierz:   Instrukcja obsługi                    (1.7 MB) 
20;  Lampa stojąca LED Marija, szlachetne srebro ;35;"https://lw-cdn.com/images/7171CE2E0F5D/k_2812e43fbb86c1d8fa361a1b6811849c;w_353;h_353;q_70/lampa-stojaca-led-marija-szlachetne-srebro.jpg";1051,14zł;Srebrna harmonia kolorów: lampa stojąca LED Marija zapewnia szlachetne oświetlenie  Ta lampa stojąca Marija, będąca lampą bardzo smukłą, to doskonały wybór dla każdego użytkownika będącego miłośnikiem nowoczesnego stylu aranżowania wnętrz. Okrągła podstawa i zakrzywiona metalowa przesłona są płaskie i srebrne, podobnie jak element oświetleniowy. Oba elementy są wygięte w przeciwnych kierunkach, co nadaje temu przedmiotowi miłą dla oka przestrzenną głębię. Dzięki takiemu połączeniu kolorów i kształtów, lampa stojąca LED Marija podkreśla szlachetną atmosferę i nie traci nic ze swojego efektu nawet w stanie wyłączonym. Oczywiście, późnym wieczorem, po zmierzchu wyrafinowany wygląd lampy staje się szczególnie widoczny. Lampa może być ściemniana w trzech stopniach.  Pobierz:   Instrukcja obsługi                    (308 KB) 
21;  Lucande Sotiana lampa stojąca szklane kule mosiądz ;35;"https://lw-cdn.com/images/8766DDFE3493/k_44e48f73885eaf048135f89476d62aa1;w_353;h_353;q_70/lucande-sotiana-lampa-stojaca-szklane-kule-mosiadz.jpg"; 534,07zł ;2-punktowa lampa podłogowa Sotiana z dwiema szklanymi kulami, szlachetny styl vintage  Sotiana to lampa podłogowa, która szczególnie pięknie się prezentuje dzięki swojemu eleganckiemu wyglądowi i stanowi prawdziwą ozdobę salonów. Z boku od wąskiego, czarnego metalowego drążka odchodzą dwa klosze, każdy składający się z przezroczystej szklanej kuli i zamontowany na różnych wysokościach. Wzornictwo uosabia pewien klasyczny wygląd i jest dekoracyjnie uzupełnione elementami metalowymi o szlachetnym wykończeniu powierzchni z mosiądzu. Ze względu na szklaną konstrukcję zalecane są atrakcyjne żarówki filament w kształcie kropli, które pięknie podkreślają ogólny wygląd.  
22;  Lucande Elif lampa stojąca biała kątowa kolonialna ;35;"https://lw-cdn.com/images/A834A502D22D/k_9899d5b9ac68cfacffc727f0f8c6858f;w_353;h_353;q_70/lucande-elif-lampa-stojaca-biala-katowa-kolonialna.jpg"; 1332,44zł ;Stylowa lampa stojąca Elif z kwadratową drewniana kolumną z dębu kolonialnego  Cylindryczny klosz lampy stojącej Elif jest wykonany z wysokiej jakości, wytrzymałego materiału chintz. Jest to tkanina bawełniana, która dzięki specjalnemu procesowi uszlachetniania jest trudnopalna. W kontraście do jasnego klosza, połączono tu kwadratową drewnianą kolumnę wykonaną z ciemnego drewna dębowego. Samo drewno jest masywne i zostało poddane misternej obróbce ręcznej. Narożniki kolumny są lekko zaokrąglone, aby uniknąć ostrych krawędzi.  Ogólny obraz stylowej lampy stojącej Elif bezpośrednio emanuje wysoką jakością użytych materiałów. Projekt oraz sama lampa zostały wykonane w Niemczech, dzięki czemu lampa stojąca Elif jest produktem wysokiej jakości made in Germany. Widać to nie tylko w doborze materiałów i wykonania, ale także w drobnych szczegółach.  Przełącznik włączania/wyłączania lampy stojącej nie jest tutaj podłączony do przewodu zasilającego. Minęły czasy, kiedy trzeba było szukać przełącznika. Tutaj obsługa odbywa się bardzo wygodnie za pomocą przełącznika dźwigniowego, który jest bezpośrednio połączony z oprawą. Dzięki korzystnemu położeniu, lampa podłogowa Elif może być nawet obsługiwana bezpośrednio z fotela.   Czy to w nowoczesnych pomieszczeniach, czy też w rustykalnych domach wiejskich, lampa podłogowa Elif doskonale wszędzie pasuje. Stanowi nie tylko niepowtarzalną dekorację wnętrza, ale również zapewnia przyjemną atmosferę po włączeniu, ponieważ światło jest delikatnie emitowane do otoczenia. Idealna jako dodatkowe źródło światła w salonie.    Pobierz:   Instrukcja obsługi                    (1.3 MB) 
23;  Drewniana lampa stojąca Thea z szarym kloszem ;35;"https://lw-cdn.com/images/597197DF792C/k_dabd4091637c83bcee22b110bd1a4c8c;w_353;h_353;q_70/drewniana-lampa-stojaca-thea-z-szarym-kloszem.jpg"; 609,67zł ;Lampa stojąca Thea z trójnogiem o regulowanej wysokości i filcowym kloszem  Można je znaleźć w wielu nowoczesnych salonach – trójnożne lampy stojące z tekstylnymi abażurami. Lampa stojąca Thea jest wyrobem niemieckiego designu oświetleniowego, utrzymanym w modnej skandynawskiej stylistyce. Zestawiono tu dwa naturalne materiały – drewno i filc, które wspólnie tworzą harmonijną całość. Stabilności nadaje lampie trójnóg wykonany z drewna warstwowego o naturalnym wyglądzie, które zabezpieczono specjalnym przezroczystym lakierem. Trzy nogi przytwierdzone są do aluminiowego korpusu, zapewniającego odpowiednią stateczność. Śruba umieszczona na aluminiowym korpusie pozwala na regulowanie wysokości tej lampy stojącej w zakresie od 140 do 160 cm. Wielkość lampy Thea można więc bez problemu dostosować do indywidualnych upodobań.  Szary filc nałożono tu na folię nośną, która jest trudno zapalna jak materiały budowlane klasy B2. Filc nadaje lampie przyjemny i przytulny wygląd, zwłaszcza gdy prześwituje przez niego światło, a otoczenie zanurza się w domowej atmosferze.  Lampa stojąca wyposażona jest w przełącznik na oprawie w celu ułatwienia obsługi. Pobierz:   Instrukcja obsługi                    (1.6 MB) 
